datetime,Weather Station;wind_speed;Avg (m/s),Weather Station;wind_speed;Max (m/s),Weather Station;wind_speed;Min (m/s),Weather Station;wind_speed;StdDev (m/s),Weather Station;wind_speed;Count (),Weather Station;wind_direction;Avg (°),Weather Station;wind_direction;StdDev (°),Weather Station;wind_direction;Count (),Weather Station;humidity;Avg (%),Weather Station;humidity;Max (%),Weather Station;humidity;Min (%),Weather Station;humidity;StdDev (%),Weather Station;humidity;Count (),Weather Station;temperature;Avg (°C),Weather Station;temperature;Max (°C),Weather Station;temperature;Min (°C),Weather Station;temperature;StdDev (°C),Weather Station;temperature;Count (),Weather Station;air_pressure;Avg (hPa),Weather Station;air_pressure;Max (hPa),Weather Station;air_pressure;Min (hPa),Weather Station;air_pressure;StdDev (hPa),Weather Station;air_pressure;Count (),Solar Sensor;solar_irradiance;Avg (W/m²),Solar Sensor;solar_irradiance;Max (W/m²),Solar Sensor;solar_irradiance;Min (W/m²),Solar Sensor;solar_irradiance;StdDev (W/m²),Solar Sensor;solar_irradiance;Count (),Monitoring Current Clima US TFB;voltage;Avg (A),Monitoring Current Clima US TFB;voltage;Max (A),Monitoring Current Clima US TFB;voltage;Min (A),Monitoring Current Clima US TFB;voltage;StdDev (A),Monitoring Current Clima US TFB;voltage;Count (),Monitoring Current Modem;voltage;Avg (A),Monitoring Current Modem;voltage;Max (A),Monitoring Current Modem;voltage;Min (A),Monitoring Current Modem;voltage;StdDev (A),Monitoring Current Modem;voltage;Count (),Monitoring Voltage Solarmodule;voltage;Avg (V),Monitoring Voltage Solarmodule;voltage;Max (V),Monitoring Voltage Solarmodule;voltage;Min (V),Monitoring Voltage Solarmodule;voltage;StdDev (V),Monitoring Voltage Solarmodule;voltage;Count (),Door switch;status;Count (),Door switch;status;Sum (),Weather Station;brightness_direction;Avg (°),Weather Station;brightness_direction;Max (°),Weather Station;brightness_direction;Min (°),Weather Station;brightness_direction;StdDev (°),Weather Station;brightness_direction;Count (),Weather Station;brightness_max;Avg (lux),Weather Station;brightness_max;Max (lux),Weather Station;brightness_max;Min (lux),Weather Station;brightness_max;StdDev (lux),Weather Station;brightness_max;Count (),Weather Station;precipitation_intensity;Avg (mm/h),Weather Station;precipitation_intensity;Max (mm/h),Weather Station;precipitation_intensity;Min (mm/h),Weather Station;precipitation_intensity;StdDev (mm/h),Weather Station;precipitation_intensity;Count (),Weather Station;precipitation_intensity;Sum (mm/h),Weather Station;precipitation_status;Avg (),Weather Station;precipitation_status;Max (),Weather Station;precipitation_status;Min (),Weather Station;precipitation_status;StdDev (),Weather Station;precipitation_status;Count (),Weather Station;precipitation_sum;Avg (mm/d),Weather Station;precipitation_sum;Max (mm/d),Weather Station;precipitation_sum;Min (mm/d),Weather Station;precipitation_sum;StdDev (mm/d),Weather Station;precipitation_sum;Count (),Weather Station;synop;Max (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A1;channel;Count (),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A2;channel;Count (),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A3;channel;Count (),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A4;channel;Count (),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),D1;channel;Count (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2021-10-01 00:00:00,1.9475,3.4,1,0.4721,600,246.4995,10.2414,600,88.965,89,88,0.1839,600,6.3278,6.4,6.2,0.047,600,1007.3152,1007.4,1007.2,0.0382,600,12.7619,42.3505,0,16.036,600,0.0262,0.03,0.0234,0.0014,600,0.0019,0.024,0.0001,0.0027,600,26.3095,26.3469,26.2636,0.0284,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0009,0.012,0,0.0013,600,0.0131,0.015,0.0117,0.0007,600,3.7585,3.7638,3.7519,0.0041,600,0,0.0003,-0.0003,0.0002,600,1,1,1,0,600,9.7,23.7883,68,7,25.95,26.02,25.87
2021-10-01 00:10:00,2.1348,3.3,0.9,0.4027,600,255.575,8.9824,600,88.5067,89,88,0.5004,600,6.3632,6.5,6.3,0.0516,600,1007.2375,1007.3,1007.2,0.0485,600,9.2312,41.4778,0,13.8332,600,0.0259,0.0304,0.023,0.002,600,0.0001,0.0009,0.0001,0.0002,600,26.3111,26.3234,26.2764,0.0117,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0001,0.0005,0,0.0001,600,0.013,0.0152,0.0115,0.001,600,3.7587,3.7605,3.7538,0.0017,600,-0.0001,0.0003,-0.0003,0.0002,600,1,1,1,0,600,10.3,9.9833,33,7,25.96,26.02,25.87
2021-10-01 00:20:00,1.6902,3.2,0.8,0.4353,600,241.9772,13.8453,600,88.5783,89,88,0.4942,600,6.246,6.5,6,0.1146,600,1007.153,1007.3,1007.1,0.0522,600,15.57,41.0401,0,15.7105,600,0.026,0.0288,0.0239,0.0011,600,0.0001,0.0001,0.0001,0,600,26.3237,26.3256,26.3213,0.0011,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.013,0.0144,0.0119,0.0005,600,3.7605,3.7608,3.7602,0.0002,600,0,0.0003,-0.0003,0.0002,600,1,1,1,0,600,9.2,8.76,11,7,25.97,26.02,25.92
2021-10-01 00:30:00,1.6267,3.3,0.8,0.4067,600,232.9357,11.0847,600,88.99,90,88,0.1412,600,6.083,6.3,6,0.072,600,1007.0967,1007.1,1007,0.018,600,16.5443,40.6037,0,15.0839,600,0.0262,0.0301,0.0233,0.002,600,0.0001,0.0001,0.0001,0,600,26.3205,26.3256,26.3149,0.002,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0131,0.0151,0.0116,0.001,600,3.7601,3.7608,3.7593,0.0003,600,0,0.0003,-0.0003,0.0002,600,1,1,1,0,600,9,8.7667,11,7,25.97,26.02,25.92
2021-10-01 00:40:00,1.7522,2.9,0.9,0.3127,600,236.7373,10.9176,600,88.9767,90,88,0.1618,600,6.051,6.2,5.9,0.0717,600,1007.0145,1007.1,1007,0.0352,600,12.7197,40.6037,0,15.4184,600,0.0258,0.0282,0.0239,0.001,600,0.0001,0.0001,0.0001,0,600,26.3139,26.3192,26.3085,0.0021,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0129,0.0141,0.012,0.0005,600,3.7591,3.7599,3.7584,0.0003,600,0,0.0003,-0.0003,0.0002,600,1,1,1,0,600,9,8.7633,11,7,25.97,26.02,25.92
2021-10-01 00:50:00,1.9098,3.5,0.9,0.4478,600,244.5571,8.7569,600,88.99,90,88,0.1288,600,6.0082,6.1,5.9,0.0427,600,1007.0005,1007.1,1006.9,0.0158,600,10.1808,40.1674,0,14.1399,600,0.0267,0.0305,0.0232,0.002,600,0.0001,0.0001,0.0001,0,600,26.3069,26.3128,26.3021,0.0024,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0133,0.0152,0.0116,0.001,600,3.7581,3.759,3.7574,0.0003,600,0,0.0003,-0.0003,0.0002,600,1,1,1,0,600,9,8.7933,11,7,25.97,26.02,25.92
2021-10-01 01:00:00,1.7367,2.7,1,0.3031,600,240.7292,8.8068,600,89.09,90,89,0.2864,600,5.9055,6,5.7,0.0761,600,1006.9665,1007,1006.9,0.0472,600,13.3659,40.1674,0,15.1122,600,0.0258,0.0289,0.0237,0.0012,600,0.0027,0.0469,0.0001,0.004,600,26.2628,26.3042,26.2166,0.032,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0014,0.0235,0,0.002,600,0.0129,0.0144,0.0118,0.0006,600,3.7518,3.7577,3.7452,0.0046,600,0,0.0003,-0.0003,0.0002,600,1,1,1,0,600,9.3,23.915,68,7,25.9,26.02,25.82
2021-10-01 01:10:00,1.5878,2.8,0.7,0.3416,600,232.5394,10.9349,600,90,90,90,0,600,5.6948,5.8,5.6,0.0439,600,1006.9148,1007,1006.9,0.0356,600,18.0178,39.2947,0,16.1315,600,0.0267,0.0302,0.0236,0.0016,600,0.0007,0.0042,0.0001,0.0012,600,26.2492,26.27,26.2145,0.0186,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0003,0.0021,0,0.0006,600,0.0134,0.0151,0.0118,0.0008,600,3.7499,3.7529,3.7449,0.0027,600,0.0001,0.0003,-0.0003,0.0002,600,1,1,1,0,600,10.2,12.94,33,7,25.89,25.97,25.82
2021-10-01 01:20:00,1.934,2.9,0.9,0.4035,600,243.3709,9.4188,600,90.0733,91,90,0.2609,600,5.6015,5.7,5.5,0.0615,600,1006.8383,1006.9,1006.7,0.049,600,9.5856,38.8569,0,13.5532,600,0.0257,0.0284,0.0233,0.0013,600,0.0001,0.0001,0.0001,0,600,26.2722,26.2743,26.2679,0.0012,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0128,0.0142,0.0116,0.0006,600,3.7532,3.7535,3.7526,0.0002,600,0,0.0003,-0.0003,0.0002,600,1,1,1,0,600,9,8.7867,11,7,25.92,25.97,25.87
2021-10-01 01:30:00,1.6443,2.7,0.8,0.3517,600,237.4864,10.3432,600,90.03,91,90,0.1707,600,5.5843,5.7,5.5,0.0403,600,1006.7913,1006.9,1006.7,0.0287,600,12.7335,37.9843,0,13.0242,600,0.0268,0.0301,0.0239,0.0016,600,0.0001,0.0001,0.0001,0,600,26.2693,26.2743,26.2636,0.0024,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0134,0.015,0.012,0.0008,600,3.7528,3.7535,3.7519,0.0003,600,0,0.0003,-0.0003,0.0002,600,1,1,1,0,600,8.5,8.8033,11,7,25.92,25.97,25.87
