datetime,Weather Station;wind_speed;Avg (m/s),Weather Station;wind_speed;Max (m/s),Weather Station;wind_speed;Min (m/s),Weather Station;wind_speed;StdDev (m/s),Weather Station;wind_speed;Count (),Weather Station;wind_direction;Avg (°),Weather Station;wind_direction;StdDev (°),Weather Station;wind_direction;Count (),Weather Station;humidity;Avg (%),Weather Station;humidity;Max (%),Weather Station;humidity;Min (%),Weather Station;humidity;StdDev (%),Weather Station;humidity;Count (),Weather Station;temperature;Avg (°C),Weather Station;temperature;Max (°C),Weather Station;temperature;Min (°C),Weather Station;temperature;StdDev (°C),Weather Station;temperature;Count (),Weather Station;air_pressure;Avg (hPa),Weather Station;air_pressure;Max (hPa),Weather Station;air_pressure;Min (hPa),Weather Station;air_pressure;StdDev (hPa),Weather Station;air_pressure;Count (),Solar Sensor;solar_irradiance;Avg (W/m²),Solar Sensor;solar_irradiance;Max (W/m²),Solar Sensor;solar_irradiance;Min (W/m²),Solar Sensor;solar_irradiance;StdDev (W/m²),Solar Sensor;solar_irradiance;Count (),Monitoring Current Clima US TFB;voltage;Avg (A),Monitoring Current Clima US TFB;voltage;Max (A),Monitoring Current Clima US TFB;voltage;Min (A),Monitoring Current Clima US TFB;voltage;StdDev (A),Monitoring Current Clima US TFB;voltage;Count (),Monitoring Current Modem;voltage;Avg (A),Monitoring Current Modem;voltage;Max (A),Monitoring Current Modem;voltage;Min (A),Monitoring Current Modem;voltage;StdDev (A),Monitoring Current Modem;voltage;Count (),Monitoring Voltage Solarmodule;voltage;Avg (V),Monitoring Voltage Solarmodule;voltage;Max (V),Monitoring Voltage Solarmodule;voltage;Min (V),Monitoring Voltage Solarmodule;voltage;StdDev (V),Monitoring Voltage Solarmodule;voltage;Count (),Door switch;status;Count (),Door switch;status;Sum (),Weather Station;brightness_direction;Avg (°),Weather Station;brightness_direction;Max (°),Weather Station;brightness_direction;Min (°),Weather Station;brightness_direction;StdDev (°),Weather Station;brightness_direction;Count (),Weather Station;brightness_max;Avg (lux),Weather Station;brightness_max;Max (lux),Weather Station;brightness_max;Min (lux),Weather Station;brightness_max;StdDev (lux),Weather Station;brightness_max;Count (),Weather Station;precipitation_intensity;Avg (mm/h),Weather Station;precipitation_intensity;Max (mm/h),Weather Station;precipitation_intensity;Min (mm/h),Weather Station;precipitation_intensity;StdDev (mm/h),Weather Station;precipitation_intensity;Count (),Weather Station;precipitation_intensity;Sum (mm/h),Weather Station;precipitation_status;Avg (),Weather Station;precipitation_status;Max (),Weather Station;precipitation_status;Min (),Weather Station;precipitation_status;StdDev (),Weather Station;precipitation_status;Count (),Weather Station;precipitation_sum;Avg (mm/d),Weather Station;precipitation_sum;Max (mm/d),Weather Station;precipitation_sum;Min (mm/d),Weather Station;precipitation_sum;StdDev (mm/d),Weather Station;precipitation_sum;Count (),Weather Station;synop;Max (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A1;channel;Count (),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A2;channel;Count (),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A3;channel;Count (),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A4;channel;Count (),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),D1;channel;Count (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2022-01-01 00:00:00,3.7127,7.3,1.2,1.2452,600,42.6665,19.1363,600,96.0633,97,96,0.2438,600,10.7943,10.9,10.7,0.0271,600,999.1298,999.2,999,0.0493,600,0.2276,0.8727,0,0.3276,600,0.0272,0.0306,0.0244,0.0017,600,0.0027,0.0279,0.0001,0.0029,600,25.9229,25.9496,25.8962,0.0192,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0014,0.014,0,0.0015,600,0.0136,0.0153,0.0122,0.0009,600,3.7033,3.7071,3.6995,0.0027,600,0,0,0,0,600,1,1,1,0,600,13.8,24.8483,70,7,25.54,25.67,25.47
2022-01-01 00:10:00,3.694,8.4,0.4,1.3942,600,41.898,24.353,600,95.9617,96,95,0.1922,600,10.8367,10.9,10.8,0.0482,600,999.098,999.2,998.9,0.0469,600,0.2254,0.8727,0,0.3238,600,0.0257,0.0289,0.0235,0.0013,600,0.0006,0.0112,0.0001,0.0018,600,25.9303,25.9432,25.894,0.0132,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0003,0.0056,0,0.0009,600,0.0128,0.0145,0.0118,0.0007,600,3.7043,3.7062,3.6991,0.0019,600,0,0,0,0,600,1,1,1,0,600,14.7,11.3933,33,5,25.56,25.67,25.47
2022-01-01 00:20:00,3.8997,8.3,0.4,1.3502,600,44.5299,21.6086,600,95.42,96,95,0.494,600,10.8663,11,10.8,0.0494,600,999.1965,999.4,999,0.0923,600,0.0916,0.8727,0,0.2195,600,0.0267,0.0309,0.0244,0.0015,600,0.0001,0.0001,0.0001,0,600,25.9413,25.9432,25.9389,0.0011,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0134,0.0154,0.0122,0.0008,600,3.7059,3.7062,3.7056,0.0002,600,0,0,0,0,600,1,1,1,0,600,14,8.77,13,7,25.57,25.67,25.57
2022-01-01 00:30:00,4.3885,8.2,1.1,1.2547,600,45.0397,18.3373,600,94.2117,95,94,0.4088,600,10.9787,11,10.9,0.041,600,999.3102,999.4,999.2,0.0515,600,0.0735,0.8727,0,0.1953,600,0.0262,0.0311,0.0235,0.0021,600,0.0001,0.0001,0.0001,0,600,25.9412,25.9432,25.9389,0.001,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0156,0.0118,0.001,600,3.7059,3.7062,3.7056,0.0001,600,0,0,0,0,600,1,1,1,0,600,13.3,8.7667,13,7,25.57,25.62,25.57
2022-01-01 00:40:00,4.2922,8.8,1.1,1.2862,600,47.1686,18.7511,600,94.75,95,94,0.4334,600,10.9742,11.1,10.9,0.0442,600,999.3808,999.5,999.3,0.0446,600,0.1949,0.8727,0,0.324,600,0.0264,0.0289,0.0244,0.0011,600,0.0001,0.0001,0.0001,0,600,25.9407,25.9432,25.9389,0.001,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0132,0.0144,0.0122,0.0005,600,3.7058,3.7062,3.7056,0.0001,600,0,0,0,0,600,1,1,1,0,600,13,8.7767,13,5,25.57,25.62,25.57
2022-01-01 00:50:00,4.4107,8.9,1.6,1.3689,600,47.8321,18.6793,600,95.2183,96,95,0.4135,600,10.9698,11,10.9,0.0459,600,999.4795,999.6,999.3,0.0603,600,0.2545,0.8727,0,0.3538,600,0.0272,0.0309,0.0234,0.0019,600,0.0001,0.0001,0.0001,0,600,25.9399,25.941,25.9368,0.0011,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0136,0.0155,0.0117,0.0009,600,3.7057,3.7059,3.7053,0.0002,600,0,0,0,0,600,1,1,1,0,600,13,8.79,13,7,25.57,25.62,25.57
2022-01-01 01:00:00,4.3118,8.2,1.1,1.3112,600,46.4779,19.3925,600,96.0567,97,96,0.2314,600,10.8515,11,10.8,0.0504,600,999.6227,999.7,999.5,0.0479,600,0.3476,0.8727,0,0.3854,600,0.0261,0.0289,0.0235,0.0012,600,0.0024,0.0143,0.0001,0.0022,600,25.9147,25.941,25.8898,0.0191,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0012,0.0071,0,0.0011,600,0.0131,0.0144,0.0118,0.0006,600,3.7021,3.7059,3.6985,0.0027,600,0,0,0,0,600,1,1,1,0,600,13.9,24.8417,70,7,25.54,25.62,25.47
2022-01-01 01:10:00,3.7172,7.6,1.1,1.1847,600,47.8409,19.7757,600,96.9133,97,96,0.2816,600,10.7838,10.9,10.7,0.0415,600,999.7075,999.8,999.6,0.0472,600,0.3454,0.8727,0,0.3701,600,0.0276,0.0314,0.0244,0.0018,600,0.0005,0.0091,0.0001,0.0014,600,25.9237,25.9346,25.8876,0.0122,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0002,0.0046,0,0.0007,600,0.0138,0.0157,0.0122,0.0009,600,3.7034,3.7049,3.6982,0.0017,600,0,0,0,0,600,1,1,1,0,600,14.6,10.8733,33,5,25.56,25.62,25.47
2022-01-01 01:20:00,4.4487,8.2,1.4,1.3472,600,47.7141,17.4844,600,96.9917,97,96,0.091,600,10.8005,10.9,10.7,0.0187,600,999.8632,1000,999.7,0.0506,600,0.4887,0.8727,0,0.392,600,0.0258,0.0293,0.0234,0.0015,600,0.0001,0.0001,0.0001,0,600,25.9334,25.9368,25.9304,0.0011,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0129,0.0146,0.0117,0.0008,600,3.7048,3.7053,3.7043,0.0002,600,0,0,0,0,600,1,1,1,0,600,14,8.73,13,5,25.57,25.62,25.52
2022-01-01 01:30:00,4.4542,8,0.3,1.4209,600,49.7715,18.0359,600,97,97,97,0,600,10.7968,10.9,10.7,0.0225,600,999.9125,1000,999.8,0.0355,600,0.4509,0.8727,0,0.3928,600,0.0261,0.0298,0.0237,0.0014,600,0.0001,0.0001,0.0001,0,600,25.9332,25.9368,25.9304,0.0011,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.013,0.0149,0.0119,0.0007,600,3.7047,3.7053,3.7043,0.0002,600,0,0,0,0,600,1,1,1,0,600,13.1,8.7333,13,5,25.57,25.62,25.52
