datetime,Weather Station;wind_speed;Avg (m/s),Weather Station;wind_speed;Max (m/s),Weather Station;wind_speed;Min (m/s),Weather Station;wind_speed;StdDev (m/s),Weather Station;wind_speed;Count (),Weather Station;wind_direction;Avg (°),Weather Station;wind_direction;StdDev (°),Weather Station;wind_direction;Count (),Weather Station;humidity;Avg (%),Weather Station;humidity;Max (%),Weather Station;humidity;Min (%),Weather Station;humidity;StdDev (%),Weather Station;humidity;Count (),Weather Station;temperature;Avg (°C),Weather Station;temperature;Max (°C),Weather Station;temperature;Min (°C),Weather Station;temperature;StdDev (°C),Weather Station;temperature;Count (),Weather Station;air_pressure;Avg (hPa),Weather Station;air_pressure;Max (hPa),Weather Station;air_pressure;Min (hPa),Weather Station;air_pressure;StdDev (hPa),Weather Station;air_pressure;Count (),Solar Sensor;solar_irradiance;Avg (W/m²),Solar Sensor;solar_irradiance;Max (W/m²),Solar Sensor;solar_irradiance;Min (W/m²),Solar Sensor;solar_irradiance;StdDev (W/m²),Solar Sensor;solar_irradiance;Count (),Monitoring Current Clima US TFB;voltage;Avg (A),Monitoring Current Clima US TFB;voltage;Max (A),Monitoring Current Clima US TFB;voltage;Min (A),Monitoring Current Clima US TFB;voltage;StdDev (A),Monitoring Current Clima US TFB;voltage;Count (),Monitoring Current Modem;voltage;Avg (A),Monitoring Current Modem;voltage;Max (A),Monitoring Current Modem;voltage;Min (A),Monitoring Current Modem;voltage;StdDev (A),Monitoring Current Modem;voltage;Count (),Monitoring Voltage Solarmodule;voltage;Avg (V),Monitoring Voltage Solarmodule;voltage;Max (V),Monitoring Voltage Solarmodule;voltage;Min (V),Monitoring Voltage Solarmodule;voltage;StdDev (V),Monitoring Voltage Solarmodule;voltage;Count (),Door switch;status;Count (),Door switch;status;Sum (),Weather Station;brightness_direction;Avg (°),Weather Station;brightness_direction;Max (°),Weather Station;brightness_direction;Min (°),Weather Station;brightness_direction;StdDev (°),Weather Station;brightness_direction;Count (),Weather Station;brightness_max;Avg (lux),Weather Station;brightness_max;Max (lux),Weather Station;brightness_max;Min (lux),Weather Station;brightness_max;StdDev (lux),Weather Station;brightness_max;Count (),Weather Station;precipitation_intensity;Avg (mm/h),Weather Station;precipitation_intensity;Max (mm/h),Weather Station;precipitation_intensity;Min (mm/h),Weather Station;precipitation_intensity;StdDev (mm/h),Weather Station;precipitation_intensity;Count (),Weather Station;precipitation_intensity;Sum (mm/h),Weather Station;precipitation_status;Avg (),Weather Station;precipitation_status;Max (),Weather Station;precipitation_status;Min (),Weather Station;precipitation_status;StdDev (),Weather Station;precipitation_status;Count (),Weather Station;precipitation_sum;Avg (mm/d),Weather Station;precipitation_sum;Max (mm/d),Weather Station;precipitation_sum;Min (mm/d),Weather Station;precipitation_sum;StdDev (mm/d),Weather Station;precipitation_sum;Count (),Weather Station;synop;Max (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A1;channel;Count (),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A2;channel;Count (),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A3;channel;Count (),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A4;channel;Count (),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),D1;channel;Count (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2022-06-01 00:00:00,0.929,1.4,0.5,0.2484,600,354.1586,16.5657,600,97,97,97,0,600,9.825,10.1,9.5,0.1165,600,993.6035,993.7,993.5,0.0201,600,0,0,0,0,600,0.0261,0.029,0.0235,0.0012,600,0.0027,0.0146,0.0001,0.0026,600,26.1526,26.1953,26.1055,0.0332,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0013,0.0073,0,0.0013,600,0.0131,0.0145,0.0118,0.0006,600,3.7361,3.7422,3.7294,0.0047,600,0,0,0,0,600,1,1,1,0,600,13.7,25.2583,68,7,25.78,25.92,25.72
2022-06-01 00:10:00,1.1968,1.6,0.7,0.1812,600,332.6575,6.4578,600,97,97,97,0,600,9.9305,10.1,9.8,0.075,600,993.5993,993.7,993.5,0.0245,600,0.0015,0.4363,0,0.0252,600,0.0269,0.0301,0.0241,0.0015,600,0.0036,0.01,0.0001,0.0025,600,26.0903,26.1119,26.0735,0.01,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0018,0.005,0,0.0013,600,0.0135,0.0151,0.012,0.0007,600,3.7272,3.7303,3.7248,0.0014,600,0,0,0,0,600,1,1,1,0,600,15.2,24.71,33,5,25.72,25.82,25.67
2022-06-01 00:20:00,1.0912,1.8,0.3,0.2968,600,354.1254,16.4391,600,97,97,97,0,600,9.5147,9.8,9.2,0.1618,600,993.6157,993.7,993.6,0.0364,600,0.2982,0.8727,0,0.3456,600,0.0258,0.0294,0.0235,0.0015,600,0.0001,0.0001,0.0001,0,600,26.1311,26.1397,26.1098,0.0073,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0129,0.0147,0.0118,0.0007,600,3.733,3.7342,3.73,0.001,600,0,0,0,0,600,1,1,1,0,600,14.3,8.7133,13,5,25.77,25.87,25.72
2022-06-01 00:30:00,1.1798,2.2,0.3,0.3342,600,29.7426,19.4887,600,97,97,97,0,600,9.013,9.3,8.7,0.144,600,993.772,993.9,993.6,0.0647,600,0.4262,1.3104,0,0.3573,600,0.0255,0.0287,0.0233,0.0014,600,0.0001,0.0001,0.0001,0,600,26.1374,26.1419,26.1333,0.0019,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0127,0.0143,0.0116,0.0007,600,3.7339,3.7346,3.7333,0.0003,600,0,0,0,0,600,1,1,1,0,600,13,8.72,13,5,25.78,25.87,25.77
2022-06-01 00:40:00,1.469,2.9,0.5,0.4429,600,1.8379,18.5906,600,97.535,98,97,0.4992,600,8.7627,8.9,8.6,0.0491,600,993.9172,994,993.8,0.0386,600,0.3134,0.8727,0,0.35,600,0.0265,0.0303,0.0242,0.0014,600,0.0001,0.0001,0.0001,0,600,26.1295,26.1354,26.1226,0.0026,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0132,0.0151,0.0121,0.0007,600,3.7328,3.7336,3.7318,0.0004,600,0,0,0,0,600,1,1,1,0,600,13,8.7133,13,7,25.77,25.82,25.72
2022-06-01 00:50:00,1.0607,2.4,0.2,0.4653,600,10.278,22.8104,600,98,98,98,0,600,8.793,8.9,8.7,0.0292,600,994.0277,994.1,993.9,0.0462,600,0.056,0.8727,0,0.1739,600,0.026,0.0305,0.0234,0.0018,600,0.0001,0.0001,0.0001,0,600,26.1195,26.1269,26.1119,0.0034,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.013,0.0153,0.0117,0.0009,600,3.7314,3.7324,3.7303,0.0005,600,0,0,0,0,600,1,1,1,0,600,12.8,8.7467,11,7,25.77,25.82,25.72
2022-06-01 01:00:00,1.348,2.6,0.6,0.3272,600,37.6947,15.611,600,98,98,98,0,600,8.9828,9.2,8.8,0.1144,600,994.1423,994.2,994,0.0527,600,0.0909,0.8727,0,0.2438,600,0.0261,0.0288,0.0239,0.001,600,0.0017,0.01,0.0001,0.0022,600,26.0748,26.1141,26.0393,0.0296,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0008,0.005,0,0.0011,600,0.0131,0.0144,0.0119,0.0005,600,3.725,3.7306,3.7199,0.0042,600,0,0,0,0,600,1,1,1,0,600,12.9,24.9583,70,7,25.71,25.82,25.62
2022-06-01 01:10:00,1.4498,3.1,0.2,0.4343,600,48.5692,16.4702,600,98,98,98,0,600,9.2933,9.5,9.1,0.086,600,994.1912,994.3,994.1,0.0312,600,0.0356,0.8727,0,0.1564,600,0.0271,0.0314,0.0233,0.0021,600,0.0001,0.0001,0.0001,0,600,26.0714,26.0799,26.05,0.0066,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0135,0.0157,0.0117,0.001,600,3.7245,3.7257,3.7214,0.0009,600,0,0,0,0,600,1,1,1,0,600,13.6,8.7133,13,7,25.72,25.77,25.67
2022-06-01 01:20:00,1.2162,2.2,0.4,0.31,600,48.7199,15.155,600,98,98,98,0,600,9.5723,9.8,9.4,0.0897,600,994.198,994.3,994.1,0.0162,600,0.0189,0.8727,0,0.0924,600,0.0261,0.0288,0.0236,0.0012,600,0.0001,0.0001,0.0001,0,600,26.0765,26.0799,26.0735,0.0014,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.013,0.0144,0.0118,0.0006,600,3.7252,3.7257,3.7248,0.0002,600,0,0,0,0,600,1,1,1,0,600,13,8.7333,11,7,25.72,25.77,25.67
2022-06-01 01:30:00,1.157,1.9,0.3,0.2764,600,25.3102,19.6794,600,98,98,98,0,600,9.6885,9.8,9.6,0.0354,600,994.1977,994.3,994.1,0.0199,600,0.0393,0.8727,0,0.1545,600,0.0272,0.0305,0.0242,0.0015,600,0.0001,0.0001,0.0001,0,600,26.0712,26.0756,26.0649,0.0024,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0136,0.0152,0.0121,0.0008,600,3.7245,3.7251,3.7236,0.0003,600,0,0,0,0,600,1,1,1,0,600,13,8.7433,11,7,25.72,25.77,25.67
