datetime,Weather Station;wind_speed;Avg (m/s),Weather Station;wind_speed;Max (m/s),Weather Station;wind_speed;Min (m/s),Weather Station;wind_speed;StdDev (m/s),Weather Station;wind_speed;Count (),Weather Station;wind_direction;Avg (°),Weather Station;wind_direction;StdDev (°),Weather Station;wind_direction;Count (),Weather Station;humidity;Avg (%),Weather Station;humidity;Max (%),Weather Station;humidity;Min (%),Weather Station;humidity;StdDev (%),Weather Station;humidity;Count (),Weather Station;temperature;Avg (°C),Weather Station;temperature;Max (°C),Weather Station;temperature;Min (°C),Weather Station;temperature;StdDev (°C),Weather Station;temperature;Count (),Weather Station;air_pressure;Avg (hPa),Weather Station;air_pressure;Max (hPa),Weather Station;air_pressure;Min (hPa),Weather Station;air_pressure;StdDev (hPa),Weather Station;air_pressure;Count (),Solar Sensor;solar_irradiance;Avg (W/m²),Solar Sensor;solar_irradiance;Max (W/m²),Solar Sensor;solar_irradiance;Min (W/m²),Solar Sensor;solar_irradiance;StdDev (W/m²),Solar Sensor;solar_irradiance;Count (),Monitoring Current Clima US TFB;voltage;Avg (A),Monitoring Current Clima US TFB;voltage;Max (A),Monitoring Current Clima US TFB;voltage;Min (A),Monitoring Current Clima US TFB;voltage;StdDev (A),Monitoring Current Clima US TFB;voltage;Count (),Monitoring Current Modem;voltage;Avg (A),Monitoring Current Modem;voltage;Max (A),Monitoring Current Modem;voltage;Min (A),Monitoring Current Modem;voltage;StdDev (A),Monitoring Current Modem;voltage;Count (),Monitoring Voltage Solarmodule;voltage;Avg (V),Monitoring Voltage Solarmodule;voltage;Max (V),Monitoring Voltage Solarmodule;voltage;Min (V),Monitoring Voltage Solarmodule;voltage;StdDev (V),Monitoring Voltage Solarmodule;voltage;Count (),Door switch;status;Count (),Door switch;status;Sum (),Weather Station;brightness_direction;Avg (°),Weather Station;brightness_direction;Max (°),Weather Station;brightness_direction;Min (°),Weather Station;brightness_direction;StdDev (°),Weather Station;brightness_direction;Count (),Weather Station;brightness_max;Avg (lux),Weather Station;brightness_max;Max (lux),Weather Station;brightness_max;Min (lux),Weather Station;brightness_max;StdDev (lux),Weather Station;brightness_max;Count (),Weather Station;precipitation_intensity;Avg (mm/h),Weather Station;precipitation_intensity;Max (mm/h),Weather Station;precipitation_intensity;Min (mm/h),Weather Station;precipitation_intensity;StdDev (mm/h),Weather Station;precipitation_intensity;Count (),Weather Station;precipitation_intensity;Sum (mm/h),Weather Station;precipitation_status;Avg (),Weather Station;precipitation_status;Max (),Weather Station;precipitation_status;Min (),Weather Station;precipitation_status;StdDev (),Weather Station;precipitation_status;Count (),Weather Station;precipitation_sum;Avg (mm/d),Weather Station;precipitation_sum;Max (mm/d),Weather Station;precipitation_sum;Min (mm/d),Weather Station;precipitation_sum;StdDev (mm/d),Weather Station;precipitation_sum;Count (),Weather Station;synop;Max (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A1;channel;Count (),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A2;channel;Count (),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A3;channel;Count (),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A4;channel;Count (),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),D1;channel;Count (),R1C1_1;channel;Count (),R1C1_2;channel;Count (),R1C1_3;channel;Count (),R1C1_4;channel;Count (),R1C1_5;channel;Count (),R1C1_6;channel;Count (),R1C1_7;channel;Count (),R1C1_8;channel;Count (),R1C1_9;channel;Count (),R1C1_10;channel;Count (),R1C1_11;channel;Count (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2022-11-01 01:40:00,2.2052,4,1,0.538,600,229.9759,14.693,600,93.995,94,93,0.0706,600,12.0073,12.1,11.9,0.0398,600,996.7102,996.8,996.6,0.0358,600,0,0,0,0,600,0.0261,0.0292,0.0234,0.0015,600,0.0001,0.0001,0.0001,0,600,26.2422,26.2465,26.2358,0.0025,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.013,0.0146,0.0117,0.0008,600,3.7489,3.7495,3.748,0.0004,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14.5,8.7267,13,5,25.88,25.97,25.87
2022-11-01 01:50:00,1.9427,3.4,0.4,0.5273,600,231.6484,14.1541,600,94,94,94,0,600,11.953,12.1,11.8,0.0532,600,996.6642,996.7,996.5,0.0483,600,0,0,0,0,600,0.0266,0.0302,0.024,0.0017,600,0.0001,0.0001,0.0001,0,600,26.2338,26.2401,26.2294,0.0025,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0133,0.0151,0.012,0.0008,600,3.7477,3.7486,3.7471,0.0004,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14,8.72,13,5,25.87,25.97,25.87
2022-11-01 02:00:00,2.211,4,0.7,0.5914,600,235.1146,14.4561,600,94,94,94,0,600,11.8773,12,11.8,0.0423,600,996.504,996.6,996.4,0.0485,600,0,0,0,0,600,0.0256,0.0295,0.023,0.0015,600,0.0027,0.0114,0.0001,0.0024,600,26.1906,26.2316,26.1504,0.031,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0013,0.0057,0,0.0012,600,0.0128,0.0147,0.0115,0.0008,600,3.7415,3.7474,3.7358,0.0044,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14.9,25.2817,70,7,25.81,25.92,25.72
2022-11-01 02:10:00,2.3697,4.3,0.6,0.6135,600,236.2629,15.7212,600,94,94,94,0,600,11.8645,11.9,11.8,0.0479,600,996.3573,996.5,996.2,0.0546,600,0,0,0,0,600,0.0262,0.0291,0.0242,0.0012,600,0.004,0.0108,0.0001,0.0032,600,26.1407,26.1739,26.1226,0.0134,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.002,0.0054,0,0.0016,600,0.0131,0.0146,0.0121,0.0006,600,3.7344,3.7391,3.7318,0.0019,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,16.9,23.1767,33,5,25.77,25.87,25.72
2022-11-01 02:20:00,2.1285,4.1,0.5,0.5761,600,241.9504,15.5094,600,94,94,94,0,600,11.7883,11.9,11.6,0.0659,600,996.3017,996.4,996.2,0.0182,600,0,0,0,0,600,0.0269,0.0304,0.0235,0.0016,600,0.0001,0.0001,0.0001,0,600,26.1864,26.1931,26.1718,0.0053,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0135,0.0152,0.0118,0.0008,600,3.7409,3.7419,3.7388,0.0008,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,15.5,8.75,13,5,25.83,25.92,25.77
2022-11-01 02:30:00,2.0858,3.8,0.8,0.5485,600,241.4638,13.5394,600,94,94,94,0,600,11.6278,11.8,11.5,0.0584,600,996.2372,996.3,996.2,0.0484,600,0,0,0,0,600,0.0263,0.0291,0.0234,0.0013,600,0.0001,0.0001,0.0001,0,600,26.1897,26.1953,26.1846,0.002,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0132,0.0146,0.0117,0.0007,600,3.7414,3.7422,3.7407,0.0003,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14.8,8.6967,13,5,25.83,25.92,25.82
2022-11-01 02:40:00,2.2913,3.7,1,0.5318,600,241.3835,14.2503,600,94,94,94,0,600,11.5207,11.6,11.4,0.0639,600,996.1862,996.3,996.1,0.0373,600,0,0,0,0,600,0.0268,0.0306,0.024,0.0018,600,0.0001,0.0001,0.0001,0,600,26.1825,26.1888,26.176,0.0029,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0134,0.0153,0.012,0.0009,600,3.7404,3.7413,3.7394,0.0004,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14,8.72,13,5,25.82,25.92,25.77
2022-11-01 02:50:00,1.9545,3.6,0.2,0.6173,600,236.9541,17.3454,600,94,94,94,0,600,11.3885,11.5,11.3,0.0553,600,996.1513,996.2,996.1,0.05,600,0,0,0,0,600,0.0256,0.0289,0.0234,0.0013,600,0.0001,0.0001,0.0001,0,600,26.1719,26.1782,26.1653,0.0035,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0128,0.0144,0.0117,0.0007,600,3.7388,3.7397,3.7379,0.0005,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14,8.7433,13,5,25.82,25.87,25.77
2022-11-01 03:00:00,1.7217,2.9,0.5,0.4143,600,246.8933,12.9111,600,94.2383,95,94,0.4264,600,11.225,11.4,11.1,0.0706,600,996.2117,996.3,996.1,0.0337,600,0,0,0,0,600,0.0261,0.0289,0.024,0.0012,600,0.0017,0.019,0.0001,0.0022,600,26.1302,26.1675,26.097,0.0271,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0008,0.0095,0,0.0011,600,0.0131,0.0145,0.012,0.0006,600,3.7329,3.7382,3.7281,0.0039,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14.6,25.265,70,7,25.76,25.87,25.67
2022-11-01 03:10:00,2.0297,3.5,0.9,0.4797,600,245.7734,13.2915,600,94.9933,95,94,0.0814,600,11.0402,11.2,10.9,0.0572,600,996.1953,996.3,996.1,0.0291,600,0,0,0,0,600,0.0265,0.03,0.0235,0.0019,600,0.0001,0.0009,0.0001,0,600,26.1293,26.1376,26.1013,0.0064,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0005,0,0,600,0.0133,0.015,0.0118,0.0009,600,3.7328,3.7339,3.7288,0.0009,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,15.2,8.8133,29,5,25.77,25.87,25.72
2022-11-01 03:20:00,2.0125,3.5,1,0.4446,600,248.6629,12.1774,600,95,95,95,0,600,10.8928,11,10.8,0.0497,600,996.2642,996.3,996.2,0.048,600,0,0,0,0,600,0.0265,0.0293,0.0242,0.0011,600,0.0001,0.0001,0.0001,0,600,26.1319,26.1354,26.1269,0.0022,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0132,0.0146,0.0121,0.0006,600,3.7331,3.7336,3.7324,0.0003,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14,8.7567,13,5,25.77,25.87,25.77
2022-11-01 03:30:00,1.8437,3.2,0.7,0.4614,600,236.6589,14.8332,600,95.135,96,95,0.342,600,10.7832,10.9,10.7,0.04,600,996.2722,996.3,996.2,0.0449,600,0,0,0,0,600,0.0272,0.0301,0.0241,0.0015,600,0.0001,0.0001,0.0001,0,600,26.1247,26.129,26.1184,0.0026,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0136,0.0151,0.012,0.0008,600,3.7321,3.7327,3.7312,0.0004,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14,8.73,13,5,25.77,25.82,25.72
2022-11-01 03:40:00,1.6532,3.1,0.7,0.4439,600,239.0132,13.4212,600,95,95,95,0,600,10.7023,10.8,10.6,0.0316,600,996.2963,996.4,996.2,0.0213,600,0,0,0,0,600,0.0258,0.0294,0.0234,0.0014,600,0.0001,0.0001,0.0001,0,600,26.1139,26.1205,26.1077,0.0033,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0129,0.0147,0.0117,0.0007,600,3.7306,3.7315,3.7297,0.0005,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,13.4,8.7267,13,5,25.77,25.82,25.72
2022-11-01 03:50:00,2.1932,3.5,0.9,0.5478,600,246.5097,11.1883,600,95,95,95,0,600,10.6478,10.8,10.6,0.0507,600,996.2878,996.3,996.2,0.0327,600,0,0,0,0,600,0.0265,0.0306,0.0243,0.0015,600,0.0001,0.0001,0.0001,0,600,26.1029,26.1098,26.0949,0.0035,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0133,0.0153,0.0121,0.0007,600,3.729,3.73,3.7278,0.0005,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,13,8.72,11,7,25.75,25.82,25.72
2022-11-01 04:00:00,2.3143,3.9,1.1,0.4907,600,248.7476,10.9844,600,95,95,95,0,600,10.5378,10.7,10.4,0.0547,600,996.2167,996.3,996.1,0.0588,600,0,0,0,0,600,0.0264,0.0299,0.0226,0.0013,600,0.0028,0.0231,0.0001,0.0032,600,26.056,26.0991,26.0073,0.0325,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0014,0.0116,0,0.0016,600,0.0132,0.0149,0.0113,0.0006,600,3.7223,3.7284,3.7153,0.0046,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,13.8,25.2517,70,7,25.67,25.82,25.62
2022-11-01 04:10:00,2.291,3.9,1,0.4823,600,267.2693,9.0777,600,94.0533,95,93,0.2955,600,10.5095,10.6,10.4,0.0341,600,996.378,996.5,996.2,0.0515,600,0,0,0,0,600,0.0268,0.0308,0.0234,0.0023,600,0.0007,0.0107,0.0001,0.0019,600,26.0437,26.0607,25.9987,0.0172,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0003,0.0053,0,0.0009,600,0.0134,0.0154,0.0117,0.0011,600,3.7205,3.723,3.7141,0.0025,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,14.7,11.4267,33,7,25.69,25.77,25.57
2022-11-01 04:20:00,2.2988,3.2,1.3,0.3872,600,263.2184,9.6889,600,93.1917,94,93,0.3939,600,10.4762,10.6,10.4,0.0442,600,996.3277,996.5,996.2,0.0617,600,0,0,0,0,600,0.0263,0.0293,0.0242,0.0011,600,0.0001,0.0001,0.0001,0,600,26.0599,26.0628,26.0564,0.0011,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0146,0.0121,0.0005,600,3.7228,3.7233,3.7223,0.0002,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,13.6,8.7567,13,5,25.71,25.77,25.67
2022-11-01 04:30:00,2.5202,3.7,1.3,0.4914,600,263.3957,8.9635,600,92.7983,93,92,0.4016,600,10.4128,10.5,10.3,0.0442,600,996.3237,996.4,996.2,0.059,600,0,0,0,0,600,0.0274,0.031,0.0244,0.0015,600,0.0001,0.0001,0.0001,0,600,26.0549,26.0607,26.05,0.0024,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0137,0.0155,0.0122,0.0007,600,3.7221,3.723,3.7214,0.0003,600,0,0,0,0,600,1,1,1,0,600,None,None,None,None,None,None,None,None,None,None,None,13,8.6833,11,5,25.71,25.77,25.67
