datetime,Weather Station;wind_speed;Avg (m/s),Weather Station;wind_speed;Max (m/s),Weather Station;wind_speed;Min (m/s),Weather Station;wind_speed;StdDev (m/s),Weather Station;wind_speed;Count (),Weather Station;wind_direction;Avg (°),Weather Station;wind_direction;StdDev (°),Weather Station;wind_direction;Count (),Weather Station;humidity;Avg (%),Weather Station;humidity;Max (%),Weather Station;humidity;Min (%),Weather Station;humidity;StdDev (%),Weather Station;humidity;Count (),Weather Station;temperature;Avg (°C),Weather Station;temperature;Max (°C),Weather Station;temperature;Min (°C),Weather Station;temperature;StdDev (°C),Weather Station;temperature;Count (),Weather Station;air_pressure;Avg (hPa),Weather Station;air_pressure;Max (hPa),Weather Station;air_pressure;Min (hPa),Weather Station;air_pressure;StdDev (hPa),Weather Station;air_pressure;Count (),Solar Sensor;solar_irradiance;Avg (W/m²),Solar Sensor;solar_irradiance;Max (W/m²),Solar Sensor;solar_irradiance;Min (W/m²),Solar Sensor;solar_irradiance;StdDev (W/m²),Solar Sensor;solar_irradiance;Count (),Monitoring Current Clima US TFB;voltage;Avg (A),Monitoring Current Clima US TFB;voltage;Max (A),Monitoring Current Clima US TFB;voltage;Min (A),Monitoring Current Clima US TFB;voltage;StdDev (A),Monitoring Current Clima US TFB;voltage;Count (),Monitoring Current Modem;voltage;Avg (A),Monitoring Current Modem;voltage;Max (A),Monitoring Current Modem;voltage;Min (A),Monitoring Current Modem;voltage;StdDev (A),Monitoring Current Modem;voltage;Count (),Monitoring Voltage Solarmodule;voltage;Avg (V),Monitoring Voltage Solarmodule;voltage;Max (V),Monitoring Voltage Solarmodule;voltage;Min (V),Monitoring Voltage Solarmodule;voltage;StdDev (V),Monitoring Voltage Solarmodule;voltage;Count (),Door switch;status;Count (),Door switch;status;Sum (),Weather Station;brightness_direction;Avg (°),Weather Station;brightness_direction;Max (°),Weather Station;brightness_direction;Min (°),Weather Station;brightness_direction;StdDev (°),Weather Station;brightness_direction;Count (),Weather Station;brightness_max;Avg (lux),Weather Station;brightness_max;Max (lux),Weather Station;brightness_max;Min (lux),Weather Station;brightness_max;StdDev (lux),Weather Station;brightness_max;Count (),Weather Station;precipitation_intensity;Avg (mm/h),Weather Station;precipitation_intensity;Max (mm/h),Weather Station;precipitation_intensity;Min (mm/h),Weather Station;precipitation_intensity;StdDev (mm/h),Weather Station;precipitation_intensity;Count (),Weather Station;precipitation_intensity;Sum (mm/h),Weather Station;precipitation_status;Avg (),Weather Station;precipitation_status;Max (),Weather Station;precipitation_status;Min (),Weather Station;precipitation_status;StdDev (),Weather Station;precipitation_status;Count (),Weather Station;precipitation_sum;Avg (mm/d),Weather Station;precipitation_sum;Max (mm/d),Weather Station;precipitation_sum;Min (mm/d),Weather Station;precipitation_sum;StdDev (mm/d),Weather Station;precipitation_sum;Count (),Weather Station;synop;Max (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A1;channel;Count (),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A2;channel;Count (),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A3;channel;Count (),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A4;channel;Count (),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),D1;channel;Count (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2022-03-01 00:00:00,1.215,2.1,0.6,0.3232,600,242.4508,12.8399,600,70.995,71,70,0.0706,600,-2.6553,-2.4,-2.8,0.083,600,1016.402,1016.5,1016.3,0.0451,600,0,0,0,0,600,0.0263,0.0294,0.0235,0.0015,600,0.0024,0.0161,0.0001,0.0023,600,26.139,26.1824,26.0906,0.034,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0012,0.0081,0,0.0012,600,0.0131,0.0147,0.0118,0.0008,600,3.7341,3.7403,3.7272,0.0049,600,0,0,0,0,600,1,1,1,0,600,0,25.0983,68,7,25.78,25.87,25.72
2022-03-01 00:10:00,1.3225,1.9,0.5,0.334,600,249.0096,10.0629,600,71,71,71,0,600,-2.7217,-2.6,-2.8,0.076,600,1016.4382,1016.5,1016.4,0.0486,600,0,0,0,0,600,0.0263,0.0298,0.0235,0.0016,600,0.0007,0.0096,0.0001,0.0019,600,26.129,26.1483,26.0799,0.0193,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0004,0.0048,0,0.001,600,0.0132,0.0149,0.0118,0.0008,600,3.7327,3.7355,3.7257,0.0028,600,0,0,0,0,600,1,1,1,0,600,1.3,11.6067,33,7,25.79,25.87,25.72
2022-03-01 00:20:00,1.351,2.1,0.6,0.2382,600,238.3121,9.8997,600,70.6733,71,70,0.4694,600,-2.751,-2.6,-2.9,0.0679,600,1016.3842,1016.4,1016.3,0.0365,600,0,0,0,0,600,0.0261,0.0293,0.0234,0.0016,600,0.0001,0.0001,0.0001,0,600,26.148,26.1504,26.1461,0.0009,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0146,0.0117,0.0008,600,3.7354,3.7358,3.7352,0.0001,600,0,0,0,0,600,1,1,1,0,600,-0.2,8.6933,11,7,25.82,25.87,25.77
2022-03-01 00:30:00,1.569,2.7,0.9,0.2726,600,229.9652,10.1842,600,71.2467,72,71,0.4314,600,-2.8928,-2.8,-3,0.0575,600,1016.3093,1016.4,1016.2,0.0349,600,0,0,0,0,600,0.0261,0.0297,0.0234,0.0016,600,0.0001,0.0001,0.0001,0,600,26.1437,26.1483,26.1376,0.0023,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0148,0.0117,0.0008,600,3.7348,3.7355,3.7339,0.0003,600,0,0,0,0,600,1,1,1,0,600,-1,8.7067,11,7,25.82,25.87,25.77
2022-03-01 00:40:00,1.47,2.5,0.7,0.3571,600,229.2303,11.438,600,72,72,72,0,600,-3.0333,-2.9,-3.2,0.0559,600,1016.265,1016.3,1016.2,0.0477,600,0,0,0,0,600,0.026,0.0292,0.0234,0.0015,600,0.0001,0.0001,0.0001,0,600,26.1352,26.1419,26.129,0.0028,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.013,0.0146,0.0117,0.0008,600,3.7336,3.7346,3.7327,0.0004,600,0,0,0,0,600,1,1,1,0,600,-1,8.7333,11,7,25.81,25.87,25.77
2022-03-01 00:50:00,1.4582,2.3,0.9,0.2769,600,227.5482,10.6844,600,72.6867,73,72,0.4642,600,-3.1273,-3,-3.2,0.0464,600,1016.2803,1016.3,1016.2,0.0398,600,0,0,0,0,600,0.0262,0.0297,0.0234,0.0016,600,0.0001,0.0001,0.0001,0,600,26.1271,26.1333,26.1226,0.0022,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0149,0.0117,0.0008,600,3.7324,3.7333,3.7318,0.0003,600,0,0,0,0,600,1,1,1,0,600,-1,8.7267,11,7,25.79,25.82,25.77
2022-03-01 01:00:00,1.495,2.5,0.4,0.3148,600,223.7969,10.9344,600,73.0333,74,73,0.1797,600,-3.217,-3.1,-3.3,0.0393,600,1016.2168,1016.3,1016.1,0.0379,600,0,0,0,0,600,0.026,0.0296,0.0234,0.0015,600,0.0016,0.0281,0.0001,0.0023,600,26.0837,26.1248,26.0414,0.0303,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0008,0.0141,0,0.0011,600,0.013,0.0148,0.0117,0.0008,600,3.7262,3.7321,3.7202,0.0043,600,0,0,0,0,600,1,1,1,0,600,-0.3,24.7717,68,7,25.72,25.82,25.67
2022-03-01 01:10:00,1.7322,3.2,0.4,0.467,600,224.4718,15.1059,600,74.0467,75,73,0.2264,600,-3.1853,-3.1,-3.3,0.0522,600,1016.1333,1016.2,1016.1,0.0472,600,0,0,0,0,600,0.0261,0.0294,0.0235,0.0015,600,0.0001,0.0001,0.0001,0,600,26.0881,26.0949,26.0649,0.0069,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0147,0.0118,0.0008,600,3.7269,3.7278,3.7236,0.001,600,0,0,0,0,600,1,1,1,0,600,0.3,8.71,11,7,25.76,25.82,25.72
2022-03-01 01:20:00,1.4347,3,0.3,0.4586,600,226.0972,12.483,600,74.9983,75,74,0.0408,600,-3.1158,-3,-3.2,0.0374,600,1016.082,1016.1,1016,0.0385,600,0,0,0,0,600,0.026,0.0293,0.0234,0.0015,600,0.0001,0.0001,0.0001,0,600,26.0929,26.097,26.0884,0.0013,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.013,0.0146,0.0117,0.0008,600,3.7276,3.7281,3.7269,0.0002,600,0,0,0,0,600,1,1,1,0,600,-1,8.7267,11,7,25.77,25.82,25.72
2022-03-01 01:30:00,1.6067,2.8,0.8,0.3606,600,222.8856,9.6707,600,74.7483,75,74,0.4343,600,-3.0907,-3,-3.2,0.0329,600,1016.0877,1016.1,1016,0.0329,600,0,0,0,0,600,0.0261,0.0294,0.0235,0.0015,600,0.0001,0.0001,0.0001,0,600,26.0866,26.0906,26.082,0.0025,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0147,0.0118,0.0007,600,3.7267,3.7272,3.726,0.0004,600,0,0,0,0,600,1,1,1,0,600,-1.3,8.7267,11,7,25.76,25.77,25.72
