datetime,Weather Station;wind_speed;Avg (m/s),Weather Station;wind_speed;Max (m/s),Weather Station;wind_speed;Min (m/s),Weather Station;wind_speed;StdDev (m/s),Weather Station;wind_speed;Count (),Weather Station;wind_direction;Avg (°),Weather Station;wind_direction;StdDev (°),Weather Station;wind_direction;Count (),Weather Station;humidity;Avg (%),Weather Station;humidity;Max (%),Weather Station;humidity;Min (%),Weather Station;humidity;StdDev (%),Weather Station;humidity;Count (),Weather Station;temperature;Avg (°C),Weather Station;temperature;Max (°C),Weather Station;temperature;Min (°C),Weather Station;temperature;StdDev (°C),Weather Station;temperature;Count (),Weather Station;air_pressure;Avg (hPa),Weather Station;air_pressure;Max (hPa),Weather Station;air_pressure;Min (hPa),Weather Station;air_pressure;StdDev (hPa),Weather Station;air_pressure;Count (),Solar Sensor;solar_irradiance;Avg (W/m²),Solar Sensor;solar_irradiance;Max (W/m²),Solar Sensor;solar_irradiance;Min (W/m²),Solar Sensor;solar_irradiance;StdDev (W/m²),Solar Sensor;solar_irradiance;Count (),Monitoring Current Clima US TFB;voltage;Avg (A),Monitoring Current Clima US TFB;voltage;Max (A),Monitoring Current Clima US TFB;voltage;Min (A),Monitoring Current Clima US TFB;voltage;StdDev (A),Monitoring Current Clima US TFB;voltage;Count (),Monitoring Current Modem;voltage;Avg (A),Monitoring Current Modem;voltage;Max (A),Monitoring Current Modem;voltage;Min (A),Monitoring Current Modem;voltage;StdDev (A),Monitoring Current Modem;voltage;Count (),Monitoring Voltage Solarmodule;voltage;Avg (V),Monitoring Voltage Solarmodule;voltage;Max (V),Monitoring Voltage Solarmodule;voltage;Min (V),Monitoring Voltage Solarmodule;voltage;StdDev (V),Monitoring Voltage Solarmodule;voltage;Count (),Door switch;status;Count (),Door switch;status;Sum (),Weather Station;brightness_direction;Avg (°),Weather Station;brightness_direction;Max (°),Weather Station;brightness_direction;Min (°),Weather Station;brightness_direction;StdDev (°),Weather Station;brightness_direction;Count (),Weather Station;brightness_max;Avg (lux),Weather Station;brightness_max;Max (lux),Weather Station;brightness_max;Min (lux),Weather Station;brightness_max;StdDev (lux),Weather Station;brightness_max;Count (),Weather Station;precipitation_intensity;Avg (mm/h),Weather Station;precipitation_intensity;Max (mm/h),Weather Station;precipitation_intensity;Min (mm/h),Weather Station;precipitation_intensity;StdDev (mm/h),Weather Station;precipitation_intensity;Count (),Weather Station;precipitation_intensity;Sum (mm/h),Weather Station;precipitation_status;Avg (),Weather Station;precipitation_status;Max (),Weather Station;precipitation_status;Min (),Weather Station;precipitation_status;StdDev (),Weather Station;precipitation_status;Count (),Weather Station;precipitation_sum;Avg (mm/d),Weather Station;precipitation_sum;Max (mm/d),Weather Station;precipitation_sum;Min (mm/d),Weather Station;precipitation_sum;StdDev (mm/d),Weather Station;precipitation_sum;Count (),Weather Station;synop;Max (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A1;channel;Count (),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A2;channel;Count (),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A3;channel;Count (),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A4;channel;Count (),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),D1;channel;Count (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2022-05-01 00:00:00,1.6263,2.9,0.7,0.3856,600,215.3573,7.553,600,52.365,53,51,0.5618,600,9.578,9.8,9.3,0.1478,600,1002.1255,1002.2,1002.1,0.0436,600,0,0,0,0,600,0.0264,0.0303,0.0231,0.0021,600,0.0027,0.0164,0.0001,0.0025,600,26.1976,26.2401,26.1525,0.0323,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0013,0.0082,0,0.0012,600,0.0132,0.0152,0.0115,0.0011,600,3.7425,3.7486,3.7361,0.0046,600,0,0,0,0,600,1,1,1,0,600,12.6,25.1083,68,7,25.82,25.92,25.77
2022-05-01 00:10:00,1.7195,2.9,0.4,0.3547,600,209.0641,7.1308,600,53,53,53,0,600,9.3507,9.5,9.3,0.0517,600,1002.1,1002.2,1002,0.0163,600,0,0,0,0,600,0.0259,0.0287,0.024,0.001,600,0.0008,0.0101,0.0001,0.0021,600,26.1825,26.2038,26.1397,0.0193,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0004,0.0051,0,0.001,600,0.0129,0.0143,0.012,0.0005,600,3.7404,3.7434,3.7342,0.0028,600,0,0,0,0,600,1,1,1,0,600,13.4,12.09,33,5,25.83,25.87,25.77
2022-05-01 00:20:00,1.6202,2.8,0.5,0.3728,600,212.0999,8.3855,600,53.1533,54,53,0.3606,600,9.3042,9.4,9.2,0.0408,600,1002.0557,1002.1,1002,0.0497,600,0,0,0,0,600,0.0273,0.0308,0.0236,0.0017,600,0.0001,0.0001,0.0001,0,600,26.2039,26.2081,26.2017,0.0011,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0136,0.0154,0.0118,0.0008,600,3.7434,3.744,3.7431,0.0002,600,0,0,0,0,600,1,1,1,0,600,12.1,8.7367,11,7,25.87,25.92,25.82
2022-05-01 00:30:00,1.701,2.7,0.3,0.3838,600,209.066,8.9191,600,53.0083,54,53,0.091,600,9.3283,9.4,9.2,0.0455,600,1002.0175,1002.1,1002,0.038,600,0,0,0,0,600,0.0258,0.0291,0.0231,0.0014,600,0.0001,0.0001,0.0001,0,600,26.2004,26.2059,26.1953,0.0023,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0129,0.0146,0.0116,0.0007,600,3.7429,3.7437,3.7422,0.0003,600,0,0,0,0,600,1,1,1,0,600,12,8.75,11,7,25.86,25.92,25.82
2022-05-01 00:40:00,1.7325,2.7,0.7,0.3611,600,213.3234,6.6132,600,53.8617,54,53,0.3455,600,9.2145,9.4,9.1,0.0612,600,1002.0047,1002.1,1002,0.0211,600,0,0,0,0,600,0.027,0.0306,0.0242,0.0017,600,0.0001,0.0001,0.0001,0,600,26.1923,26.1974,26.1867,0.0029,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0135,0.0153,0.0121,0.0008,600,3.7418,3.7425,3.741,0.0004,600,0,0,0,0,600,1,1,1,0,600,11.5,8.7533,11,7,25.84,25.87,25.82
2022-05-01 00:50:00,1.6335,2.7,0.8,0.283,600,212.2081,6.6331,600,54.0017,55,54,0.0408,600,9.0987,9.2,9,0.0676,600,1002.0092,1002.1,1002,0.0289,600,0,0,0,0,600,0.0255,0.0288,0.0233,0.0014,600,0.0001,0.0001,0.0001,0,600,26.1828,26.1888,26.176,0.0029,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0128,0.0144,0.0116,0.0007,600,3.7404,3.7413,3.7394,0.0004,600,0,0,0,0,600,1,1,1,0,600,11,8.77,11,7,25.82,25.87,25.82
2022-05-01 01:00:00,1.6025,2.2,0.9,0.2408,600,213.8751,4.8927,600,54.2317,55,54,0.4222,600,9.0077,9.1,8.9,0.0367,600,1002.0227,1002.1,1002,0.0419,600,0,0,0,0,600,0.0267,0.031,0.0241,0.0017,600,0.0016,0.0131,0.0001,0.0021,600,26.1428,26.1803,26.1098,0.0271,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0008,0.0066,0,0.001,600,0.0133,0.0155,0.012,0.0009,600,3.7347,3.74,3.73,0.0039,600,0,0,0,0,600,1,1,1,0,600,11.9,25.1617,68,7,25.76,25.87,25.72
2022-05-01 01:10:00,1.5533,2.1,1,0.2199,600,215.2298,4.8173,600,54.245,55,54,0.4304,600,9.0113,9.1,8.9,0.0487,600,1002.1137,1002.2,1002,0.0349,600,0,0,0,0,600,0.0258,0.0307,0.0232,0.0018,600,0.0001,0.0001,0.0001,0,600,26.1429,26.1525,26.1184,0.0079,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0129,0.0154,0.0116,0.0009,600,3.7347,3.7361,3.7312,0.0011,600,0,0,0,0,600,1,1,1,0,600,12.4,8.7367,11,7,25.79,25.82,25.72
2022-05-01 01:20:00,1.3677,1.8,0.9,0.1565,600,215.3339,4.5068,600,54.3433,55,54,0.4752,600,8.9657,9,8.9,0.0475,600,1002.1503,1002.2,1002.1,0.05,600,0,0,0,0,600,0.0262,0.029,0.0242,0.0011,600,0.0001,0.0001,0.0001,0,600,26.1501,26.1525,26.1461,0.0012,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0131,0.0145,0.0121,0.0006,600,3.7357,3.7361,3.7352,0.0002,600,0,0,0,0,600,1,1,1,0,600,11.4,8.7433,11,7,25.81,25.87,25.77
2022-05-01 01:30:00,1.6177,2.2,1.1,0.1818,600,215.0097,4.6287,600,54.155,55,54,0.3622,600,9.0105,9.1,8.9,0.0593,600,1002.118,1002.2,1002,0.0389,600,0,0,0,0,600,0.0264,0.0305,0.0232,0.0022,600,0.0001,0.0001,0.0001,0,600,26.1446,26.1504,26.1397,0.0022,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0,0,0,600,0.0132,0.0153,0.0116,0.0011,600,3.7349,3.7358,3.7342,0.0003,600,0,0,0,0,600,1,1,1,0,600,11,8.7467,11,7,25.8,25.82,25.77
