datetime,Weather Station;wind_speed;Avg (m/s),Weather Station;wind_speed;Max (m/s),Weather Station;wind_speed;Min (m/s),Weather Station;wind_speed;StdDev (m/s),Weather Station;wind_speed;Count (),Weather Station;wind_direction;Avg (°),Weather Station;wind_direction;StdDev (°),Weather Station;wind_direction;Count (),Weather Station;humidity;Avg (%),Weather Station;humidity;Max (%),Weather Station;humidity;Min (%),Weather Station;humidity;StdDev (%),Weather Station;humidity;Count (),Weather Station;temperature;Avg (°C),Weather Station;temperature;Max (°C),Weather Station;temperature;Min (°C),Weather Station;temperature;StdDev (°C),Weather Station;temperature;Count (),Weather Station;air_pressure;Avg (hPa),Weather Station;air_pressure;Max (hPa),Weather Station;air_pressure;Min (hPa),Weather Station;air_pressure;StdDev (hPa),Weather Station;air_pressure;Count (),Solar Sensor;solar_irradiance;Avg (W/m²),Solar Sensor;solar_irradiance;Max (W/m²),Solar Sensor;solar_irradiance;Min (W/m²),Solar Sensor;solar_irradiance;StdDev (W/m²),Solar Sensor;solar_irradiance;Count (),Monitoring Current Clima US TFB;voltage;Avg (A),Monitoring Current Clima US TFB;voltage;Max (A),Monitoring Current Clima US TFB;voltage;Min (A),Monitoring Current Clima US TFB;voltage;StdDev (A),Monitoring Current Clima US TFB;voltage;Count (),Monitoring Current Modem;voltage;Avg (A),Monitoring Current Modem;voltage;Max (A),Monitoring Current Modem;voltage;Min (A),Monitoring Current Modem;voltage;StdDev (A),Monitoring Current Modem;voltage;Count (),Monitoring Voltage Solarmodule;voltage;Avg (V),Monitoring Voltage Solarmodule;voltage;Max (V),Monitoring Voltage Solarmodule;voltage;Min (V),Monitoring Voltage Solarmodule;voltage;StdDev (V),Monitoring Voltage Solarmodule;voltage;Count (),Door switch;status;Count (),Door switch;status;Sum (),Weather Station;brightness_direction;Avg (°),Weather Station;brightness_direction;Max (°),Weather Station;brightness_direction;Min (°),Weather Station;brightness_direction;StdDev (°),Weather Station;brightness_direction;Count (),Weather Station;brightness_max;Avg (lux),Weather Station;brightness_max;Max (lux),Weather Station;brightness_max;Min (lux),Weather Station;brightness_max;StdDev (lux),Weather Station;brightness_max;Count (),Weather Station;precipitation_intensity;Avg (mm/h),Weather Station;precipitation_intensity;Max (mm/h),Weather Station;precipitation_intensity;Min (mm/h),Weather Station;precipitation_intensity;StdDev (mm/h),Weather Station;precipitation_intensity;Count (),Weather Station;precipitation_intensity;Sum (mm/h),Weather Station;precipitation_status;Avg (),Weather Station;precipitation_status;Max (),Weather Station;precipitation_status;Min (),Weather Station;precipitation_status;StdDev (),Weather Station;precipitation_status;Count (),Weather Station;precipitation_sum;Avg (mm/d),Weather Station;precipitation_sum;Max (mm/d),Weather Station;precipitation_sum;Min (mm/d),Weather Station;precipitation_sum;StdDev (mm/d),Weather Station;precipitation_sum;Count (),Weather Station;synop;Max (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A1;channel;Count (),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A2;channel;Count (),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A3;channel;Count (),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A4;channel;Count (),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),D1;channel;Count (),R1C1_1;channel;Count (),R1C1_2;channel;Count (),R1C1_3;channel;Count (),R1C1_4;channel;Count (),R1C1_5;channel;Count (),R1C1_6;channel;Count (),R1C1_7;channel;Count (),R1C1_8;channel;Count (),R1C1_9;channel;Count (),R1C1_10;channel;Count (),R1C1_11;channel;Count (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2022-12-01 00:00:00,1.5553,4.2,0.2,0.6924,600,238.2558,28.3027,600,98,98,98,0,600,-1.1597,-1,-1.3,0.0514,600,1008.0853,1008.2,1008,0.0602,600,0.7869,0.8727,0.4363,0.1736,600,0.0263,0.0292,0.0236,0.0015,600,0.0017,0.036,0.0001,0.0029,600,26.0887,26.1269,26.0436,0.0287,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0008,0.018,0,0.0014,600,0.0131,0.0146,0.0118,0.0007,600,3.727,3.7324,3.7205,0.0041,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,2.7,25.2217,68,7,25.72,25.82,25.67
2022-12-01 00:10:00,1.7625,3.9,0.1,0.8559,600,231.1759,27.9907,600,98.1467,99,98,0.3541,600,-1.1987,-1.1,-1.3,0.0216,600,1007.9793,1008,1007.9,0.0405,600,0.7141,0.8727,0.4363,0.21,600,0.0266,0.03,0.0235,0.0016,600,0.0001,0.0001,0.0001,0,600,26.0923,26.0991,26.0649,0.0061,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0133,0.015,0.0118,0.0008,600,3.7275,3.7284,3.7236,0.0009,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,3.3,8.7467,11,7,25.76,25.82,25.72
2022-12-01 00:20:00,1.4662,4.2,0.1,0.6885,600,230.2208,29.9657,600,98.0417,99,98,0.2,600,-1.2062,-1.1,-1.3,0.0291,600,1007.9723,1008,1007.9,0.0448,600,0.6414,0.8727,0,0.2251,600,0.0264,0.0296,0.0235,0.0015,600,0.0001,0.0001,0.0001,0,600,26.0945,26.0991,26.0884,0.0021,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0132,0.0148,0.0118,0.0008,600,3.7278,3.7284,3.7269,0.0003,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,2.2,8.7433,11,7,25.77,25.82,25.72
2022-12-01 00:30:00,2.2977,4.2,0.4,0.7678,600,242.5919,18.6512,600,98,98,98,0,600,-1.2005,-1.1,-1.3,0.0235,600,1008.0042,1008.1,1007.9,0.0224,600,0.6531,0.8727,0.4363,0.2183,600,0.0264,0.0295,0.0236,0.0016,600,0.0001,0.0001,0.0001,0,600,26.0865,26.0906,26.0799,0.0024,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0132,0.0148,0.0118,0.0008,600,3.7266,3.7272,3.7257,0.0003,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,2,8.74,11,7,25.75,25.82,25.72
2022-12-01 00:40:00,1.7688,4.5,0.2,0.7923,600,240.4565,26.7133,600,98,98,98,0,600,-1.2277,-1.2,-1.3,0.0448,600,1008.0132,1008.1,1008,0.0338,600,0.6356,0.8727,0,0.2247,600,0.0261,0.0296,0.0236,0.0016,600,0.0001,0.0001,0.0001,0,600,26.0772,26.0842,26.0692,0.0033,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0148,0.0118,0.0008,600,3.7253,3.7263,3.7242,0.0005,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,2,8.72,11,7,25.73,25.77,25.72
2022-12-01 00:50:00,2.0735,4.5,0.4,0.8216,600,255.3234,21.2996,600,98,98,98,0,600,-1.2885,-1.2,-1.4,0.0324,600,1008.0922,1008.2,1008,0.0275,600,0.6996,0.8727,0,0.2166,600,0.0263,0.0299,0.0236,0.0017,600,0.0001,0.0001,0.0001,0,600,26.0666,26.0735,26.0607,0.0029,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0132,0.0149,0.0118,0.0008,600,3.7238,3.7248,3.723,0.0004,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,2,8.74,11,7,25.72,25.77,25.67
2022-12-01 01:00:00,1.7252,4.4,0.2,0.7896,600,243.2634,25.0415,600,98,98,98,0,600,-1.3008,-1.2,-1.4,0.0187,600,1008.096,1008.1,1008,0.0196,600,0.5891,0.8727,0,0.2216,600,0.0261,0.03,0.0234,0.0016,600,0.0015,0.0093,0.0001,0.002,600,26.0232,26.0628,25.9795,0.0288,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0.0008,0.0047,0,0.001,600,0.013,0.015,0.0117,0.0008,600,3.7176,3.7233,3.7114,0.0041,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,2.6,25.0817,68,7,25.66,25.77,25.57
2022-12-01 01:10:00,1.5778,4.5,0.1,0.8641,600,233.2463,32.8642,600,98.1883,99,98,0.3913,600,-1.3028,-1.2,-1.4,0.0247,600,1008.1043,1008.2,1008.1,0.0204,600,0.5716,0.8727,0,0.2127,600,0.0261,0.03,0.0236,0.0015,600,0.0001,0.0001,0.0001,0,600,26.0275,26.0329,26.0073,0.0058,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.015,0.0118,0.0008,600,3.7182,3.719,3.7153,0.0008,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,3.3,8.7233,11,7,25.68,25.72,25.62
2022-12-01 01:20:00,1.8587,5.2,0.4,0.7689,600,229.1457,19.7543,600,98,98,98,0,600,-1.2883,-1.2,-1.4,0.0332,600,1008.1658,1008.2,1008.1,0.0475,600,0.5316,0.8727,0,0.2127,600,0.026,0.0294,0.0235,0.0015,600,0.0001,0.0001,0.0001,0,600,26.031,26.035,26.0265,0.0017,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.013,0.0147,0.0118,0.0008,600,3.7187,3.7193,3.7181,0.0002,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,2,8.78,11,7,25.68,25.72,25.67
2022-12-01 01:30:00,1.1763,3.4,0.2,0.6137,600,209.6949,35.9525,600,98.27,99,98,0.4443,600,-1.2958,-1.2,-1.4,0.0208,600,1008.1258,1008.2,1008.1,0.0438,600,0.5425,0.8727,0,0.2143,600,0.0261,0.0294,0.0236,0.0015,600,0.0001,0.0001,0.0001,0,600,26.0241,26.0286,26.0179,0.0025,600,600,600,0,0,0,0,600,None,None,None,None,0,None,None,None,None,0,None,None,None,None,None,0,None,None,None,None,0,None,0,0.0001,0,0,600,0.0131,0.0147,0.0118,0.0007,600,3.7177,3.7184,3.7168,0.0004,600,0,0,0,0,600,1,1,1,0,600,600,600,600,600,600,0,600,0,0,0,0,2,8.7267,11,7,25.68,25.72,25.67
